t,x,y,z
3.023692,0.025284,-0.027237,-0.994980
3.023704,0.025452,-0.027222,-0.994995
3.023716,0.025558,-0.027161,-0.995010
3.023726,0.025620,-0.027054,-0.995041
3.023737,0.025635,-0.026917,-0.995056
3.030282,0.025574,-0.026733,-0.995071
3.030342,0.025421,-0.026535,-0.995056
3.030357,0.025192,-0.026337,-0.995010
3.030369,0.024918,-0.026184,-0.994919
3.030418,0.024612,-0.026077,-0.994766
3.030430,0.024323,-0.026047,-0.994583
3.030440,0.024124,-0.026077,-0.994400
3.030463,0.024017,-0.026154,-0.994232
3.043000,0.024017,-0.026276,-0.994095
3.043094,0.024139,-0.026413,-0.993988
3.043137,0.024338,-0.026550,-0.993958
3.043184,0.024582,-0.026657,-0.993973
3.043199,0.024811,-0.026749,-0.994034
3.043210,0.025009,-0.026810,-0.994110
3.043221,0.025131,-0.026840,-0.994186
3.043288,0.025192,-0.026855,-0.994217
3.050385,0.025177,-0.026855,-0.994202
3.050442,0.025146,-0.026810,-0.994156
3.050456,0.025131,-0.026764,-0.994095
3.050468,0.025116,-0.026718,-0.994003
3.050479,0.025131,-0.026672,-0.993912
3.050490,0.025146,-0.026642,-0.993835
3.050501,0.025146,-0.026627,-0.993805
3.050511,0.025085,-0.026611,-0.993805
3.060418,0.024979,-0.026596,-0.993866
3.060484,0.024811,-0.026596,-0.993942
3.060499,0.024612,-0.026596,-0.994019
3.060510,0.024429,-0.026596,-0.994064
3.060520,0.024277,-0.026596,-0.994080
3.060530,0.024185,-0.026596,-0.994064
3.060540,0.024155,-0.026566,-0.994034
3.060550,0.024170,-0.026520,-0.994003
3.071394,0.024231,-0.026459,-0.993973
3.071944,0.024323,-0.026367,-0.993942
3.071976,0.024414,-0.026276,-0.993927
3.072004,0.024521,-0.026199,-0.993942
3.072031,0.024628,-0.026138,-0.993988
3.072058,0.024750,-0.026138,-0.994064
3.072094,0.024857,-0.026199,-0.994156
3.072121,0.024948,-0.026306,-0.994232
3.080600,0.025009,-0.026413,-0.994324
3.080712,0.025024,-0.026520,-0.994415
3.080744,0.025009,-0.026581,-0.994522
3.080817,0.024963,-0.026627,-0.994644
3.080848,0.024902,-0.026642,-0.994812
3.080871,0.024826,-0.026657,-0.994995
3.080896,0.024750,-0.026688,-0.995193
3.080921,0.024658,-0.026718,-0.995392
3.091660,0.024612,-0.026779,-0.995560
3.092585,0.024612,-0.026855,-0.995712
3.092625,0.024673,-0.026932,-0.995850
3.092661,0.024765,-0.026978,-0.995956
3.092697,0.024857,-0.026993,-0.996017
3.092731,0.024948,-0.026993,-0.996033
3.092765,0.024994,-0.026947,-0.996002
3.092800,0.025009,-0.026871,-0.995895
3.100550,0.025009,-0.026810,-0.995773
3.100681,0.025024,-0.026764,-0.995621
3.100742,0.025040,-0.026764,-0.995453
3.100772,0.025101,-0.026749,-0.995285
3.100799,0.025162,-0.026733,-0.995178
3.100827,0.025223,-0.026703,-0.995132
3.100853,0.025269,-0.026657,-0.995148
3.100879,0.025269,-0.026596,-0.995224
3.110651,0.025208,-0.026535,-0.995331
3.110787,0.025085,-0.026505,-0.995422
3.110826,0.024933,-0.026535,-0.995499
3.110863,0.024780,-0.026642,-0.995514
3.110899,0.024643,-0.026810,-0.995483
3.111552,0.024536,-0.027008,-0.995392
3.111621,0.024460,-0.027176,-0.995255
3.111663,0.024429,-0.027313,-0.995087
3.120969,0.024414,-0.027405,-0.994919
3.121491,0.024445,-0.027451,-0.994751
3.121645,0.024490,-0.027420,-0.994614
3.121678,0.024551,-0.027344,-0.994507
3.121705,0.024643,-0.027237,-0.994461
3.121731,0.024704,-0.027100,-0.994461
3.121754,0.024750,-0.026932,-0.994492
3.121780,0.024750,-0.026779,-0.994568
3.130567,0.024719,-0.026627,-0.994644
3.130625,0.024628,-0.026520,-0.994705
3.130640,0.024536,-0.026428,-0.994781
3.130652,0.024429,-0.026382,-0.994843
3.130663,0.024323,-0.026337,-0.994919
3.130674,0.024231,-0.026337,-0.994980
3.130685,0.024139,-0.026352,-0.995041
3.130694,0.024063,-0.026398,-0.995071
3.140806,0.024002,-0.026474,-0.995102
3.140926,0.023987,-0.026581,-0.995117
3.140955,0.024002,-0.026688,-0.995117
3.140980,0.024063,-0.026749,-0.995132
3.141005,0.024170,-0.026779,-0.995163
3.141038,0.024307,-0.026733,-0.995209
3.141064,0.024490,-0.026657,-0.995270
3.141088,0.024704,-0.026535,-0.995346
3.150709,0.024902,-0.026382,-0.995407
3.150790,0.025070,-0.026245,-0.995453
3.150823,0.025162,-0.026154,-0.995453
3.150848,0.025192,-0.026093,-0.995422
3.150873,0.025146,-0.026093,-0.995331
3.150900,0.025070,-0.026123,-0.995193
3.150926,0.024963,-0.026169,-0.995056
3.150949,0.024872,-0.026215,-0.994949
3.160777,0.024796,-0.026260,-0.994888
3.160880,0.024719,-0.026306,-0.994827
3.160907,0.024658,-0.026352,-0.994781
3.161429,0.024567,-0.026428,-0.994690
3.161463,0.024475,-0.026520,-0.994553
3.161580,0.024353,-0.026627,-0.994400
3.161610,0.024216,-0.026749,-0.994247
3.161718,0.024078,-0.026825,-0.994125
3.170899,0.023972,-0.026871,-0.994064
3.171056,0.023941,-0.026871,-0.994064
3.171097,0.023972,-0.026794,-0.994110
3.171173,0.024078,-0.026688,-0.994202
3.171220,0.024231,-0.026550,-0.994278
3.171255,0.024399,-0.026428,-0.994339
3.171286,0.024536,-0.026321,-0.994370
3.171317,0.024628,-0.026230,-0.994400
3.180825,0.024628,-0.026199,-0.994400
3.180981,0.024536,-0.026199,-0.994415
3.181011,0.024368,-0.026215,-0.994400
3.181038,0.024139,-0.026245,-0.994400
3.181066,0.023911,-0.026276,-0.994400
3.181091,0.023727,-0.026337,-0.994431
3.181115,0.023621,-0.026428,-0.994492
3.181141,0.023590,-0.026566,-0.994614
3.192038,0.023651,-0.026733,-0.994766
3.192768,0.023773,-0.026901,-0.994949
3.192882,0.023941,-0.027039,-0.995163
3.192914,0.024124,-0.027161,-0.995346
3.192980,0.024292,-0.027252,-0.995499
3.193008,0.024414,-0.027313,-0.995590
3.193303,0.024506,-0.027359,-0.995621
3.193329,0.024536,-0.027374,-0.995605
3.200956,0.024506,-0.027374,-0.995560
3.201088,0.024445,-0.027344,-0.995514
3.201200,0.024353,-0.027298,-0.995438
3.201231,0.024246,-0.027237,-0.995316
3.201256,0.024155,-0.027161,-0.995163
3.201283,0.024078,-0.027084,-0.994995
3.201307,0.024033,-0.026978,-0.994827
3.201330,0.024063,-0.026840,-0.994705
3.210912,0.024094,-0.026688,-0.994644
3.212497,0.024139,-0.026520,-0.994644
3.212527,0.024155,-0.026382,-0.994705
3.212556,0.024155,-0.026276,-0.994781
3.212582,0.024124,-0.026215,-0.994858
3.212606,0.024109,-0.026199,-0.994904
3.212632,0.024139,-0.026215,-0.994934
3.212657,0.024216,-0.026276,-0.994934
3.220907,0.024338,-0.026337,-0.994934
3.221017,0.024475,-0.026367,-0.994949
3.221046,0.024628,-0.026398,-0.994980
3.221072,0.024780,-0.026413,-0.995026
3.221098,0.024902,-0.026413,-0.995071
3.221128,0.025009,-0.026413,-0.995132
3.221153,0.025055,-0.026428,-0.995209
3.221181,0.025055,-0.026459,-0.995255
3.231030,0.025009,-0.026520,-0.995255
3.231445,0.024933,-0.026596,-0.995224
3.231478,0.024826,-0.026627,-0.995117
3.231529,0.024689,-0.026627,-0.994980
3.231556,0.024521,-0.026566,-0.994827
3.231580,0.024323,-0.026474,-0.994705
3.231605,0.024109,-0.026382,-0.994614
3.231631,0.023895,-0.026306,-0.994583
3.241600,0.023727,-0.026260,-0.994614
3.241959,0.023636,-0.026291,-0.994690
3.242000,0.023621,-0.026352,-0.994797
3.242088,0.023697,-0.026459,-0.994934
3.242741,0.023849,-0.026550,-0.995087
3.242799,0.024063,-0.026611,-0.995193
3.242831,0.024277,-0.026627,-0.995255
3.242861,0.024475,-0.026596,-0.995239
3.250921,0.024643,-0.026566,-0.995117
3.250982,0.024765,-0.026520,-0.994949
3.250997,0.024826,-0.026489,-0.994751
3.251010,0.024826,-0.026505,-0.994568
3.251020,0.024796,-0.026505,-0.994446
3.251030,0.024719,-0.026535,-0.994385
3.251040,0.024643,-0.026550,-0.994385
3.251050,0.024567,-0.026566,-0.994446
3.261755,0.024506,-0.026535,-0.994553
3.262118,0.024475,-0.026489,-0.994675
3.262164,0.024460,-0.026413,-0.994797
3.262239,0.024475,-0.026337,-0.994873
3.262269,0.024506,-0.026306,-0.994919
3.262297,0.024536,-0.026352,-0.994949
3.262537,0.024582,-0.026489,-0.994949
3.262570,0.024597,-0.026703,-0.994934
3.272591,0.024612,-0.026947,-0.994888
3.272785,0.024612,-0.027191,-0.994843
3.272845,0.024582,-0.027374,-0.994781
3.272874,0.024536,-0.027481,-0.994720
3.272909,0.024490,-0.027496,-0.994690
3.273008,0.024445,-0.027451,-0.994659
3.273041,0.024368,-0.027405,-0.994659
3.273054,0.024307,-0.027359,-0.994690
3.281049,0.024246,-0.027328,-0.994751
3.281104,0.024216,-0.027344,-0.994843
3.281118,0.024185,-0.027374,-0.994919
3.281151,0.024170,-0.027374,-0.994980
3.281168,0.024185,-0.027344,-0.995041
3.281180,0.024216,-0.027237,-0.995102
3.281207,0.024261,-0.027039,-0.995178
3.281218,0.024323,-0.026794,-0.995239
3.292899,0.024384,-0.026520,-0.995285
3.294047,0.024399,-0.026230,-0.995316
3.294127,0.024384,-0.025986,-0.995346
3.294159,0.024323,-0.025818,-0.995361
3.294187,0.024216,-0.025726,-0.995361
3.294214,0.024094,-0.025711,-0.995377
3.294241,0.024002,-0.025742,-0.995377
3.294266,0.023972,-0.025818,-0.995361
3.301409,0.023972,-0.025879,-0.995361
3.301537,0.024017,-0.025925,-0.995377
3.301567,0.024094,-0.025940,-0.995392
3.301645,0.024170,-0.025955,-0.995392
3.301716,0.024246,-0.025970,-0.995392
3.301746,0.024307,-0.026001,-0.995361
3.301775,0.024368,-0.026031,-0.995285
3.301810,0.024429,-0.026093,-0.995178
3.311550,0.024475,-0.026154,-0.995071
3.311683,0.024536,-0.026215,-0.994949
3.311769,0.024582,-0.026260,-0.994843
3.311811,0.024612,-0.026306,-0.994751
3.311839,0.024612,-0.026337,-0.994675
3.311865,0.024582,-0.026382,-0.994598
3.311893,0.024551,-0.026443,-0.994492
3.311919,0.024521,-0.026520,-0.994370
3.321281,0.024506,-0.026566,-0.994202
3.321421,0.024521,-0.026596,-0.994019
3.321461,0.024536,-0.026596,-0.993805
3.321496,0.024567,-0.026535,-0.993607
3.321531,0.024597,-0.026443,-0.993408
3.321572,0.024612,-0.026367,-0.993240
3.321606,0.024597,-0.026321,-0.993103
3.321639,0.024582,-0.026291,-0.993011
3.331285,0.024567,-0.026321,-0.992935
3.331463,0.024567,-0.026352,-0.992905
3.331496,0.024582,-0.026382,-0.992905
3.331524,0.024597,-0.026352,-0.992935
3.331552,0.024612,-0.026291,-0.992981
3.331577,0.024658,-0.026169,-0.993027
3.331604,0.024704,-0.026001,-0.993103
3.331631,0.024750,-0.025818,-0.993179
3.341822,0.024765,-0.025665,-0.993240
3.342035,0.024734,-0.025574,-0.993317
3.342211,0.024643,-0.025558,-0.993378
3.342243,0.024536,-0.025604,-0.993454
3.342271,0.024399,-0.025696,-0.993561
3.342299,0.024277,-0.025833,-0.993683
3.342324,0.024155,-0.025970,-0.993866
3.342349,0.024063,-0.026093,-0.994095
3.351474,0.024017,-0.026199,-0.994339
3.351669,0.024033,-0.026276,-0.994598
3.351709,0.024094,-0.026337,-0.994873
3.351744,0.024170,-0.026413,-0.995102
3.351772,0.024261,-0.026505,-0.995270
3.351799,0.024368,-0.026627,-0.995346
3.351833,0.024460,-0.026779,-0.995331
3.351868,0.024536,-0.026947,-0.995270
3.362343,0.024628,-0.027100,-0.995193
3.362595,0.024704,-0.027206,-0.995132
3.362644,0.024765,-0.027252,-0.995102
3.362673,0.024796,-0.027237,-0.995117
3.362709,0.024780,-0.027161,-0.995178
3.362737,0.024734,-0.027039,-0.995255
3.362763,0.024643,-0.026917,-0.995346
3.362789,0.024506,-0.026794,-0.995392
3.371407,0.024353,-0.026657,-0.995377
3.371733,0.024216,-0.026550,-0.995285
3.371776,0.024109,-0.026474,-0.995132
3.371813,0.024048,-0.026443,-0.994949
3.371840,0.024033,-0.026443,-0.994781
3.371875,0.024063,-0.026489,-0.994629
3.371901,0.024124,-0.026596,-0.994522
3.371935,0.024200,-0.026703,-0.994461
3.381485,0.024292,-0.026825,-0.994461
3.381620,0.024414,-0.026947,-0.994507
3.381666,0.024582,-0.027069,-0.994598
3.381750,0.024765,-0.027161,-0.994705
3.381785,0.024979,-0.027237,-0.994827
3.382258,0.025162,-0.027298,-0.994949
3.382288,0.025330,-0.027328,-0.995071
3.382323,0.025421,-0.027328,-0.995178
3.391691,0.025452,-0.027298,-0.995255
3.392646,0.025406,-0.027252,-0.995300
3.392686,0.025314,-0.027206,-0.995316
3.392714,0.025177,-0.027176,-0.995300
3.392750,0.025040,-0.027176,-0.995270
3.392965,0.024918,-0.027191,-0.995239
3.393001,0.024826,-0.027206,-0.995239
3.393372,0.024765,-0.027206,-0.995270
3.401514,0.024750,-0.027191,-0.995331
3.401662,0.024734,-0.027145,-0.995392
3.401695,0.024704,-0.027054,-0.995422
3.401723,0.024658,-0.026947,-0.995407
3.401750,0.024597,-0.026810,-0.995361
3.401776,0.024551,-0.026688,-0.995270
3.401805,0.024506,-0.026581,-0.995178
3.401832,0.024490,-0.026489,-0.995056
3.411538,0.024506,-0.026413,-0.994949
3.411647,0.024521,-0.026367,-0.994873
3.411680,0.024551,-0.026352,-0.994843
3.411708,0.024582,-0.026337,-0.994873
3.411735,0.024612,-0.026321,-0.994904
3.411776,0.024658,-0.026337,-0.994949
3.411802,0.024673,-0.026367,-0.994965
3.411841,0.024704,-0.026413,-0.994934
3.421571,0.024734,-0.026489,-0.994843
3.421684,0.024765,-0.026581,-0.994705
3.421715,0.024796,-0.026688,-0.994537
3.421740,0.024826,-0.026794,-0.994339
3.421765,0.024857,-0.026871,-0.994141
3.421796,0.024872,-0.026901,-0.993958
3.421823,0.024902,-0.026886,-0.993805
3.421848,0.024933,-0.026855,-0.993683
3.431547,0.025009,-0.026794,-0.993622
3.431662,0.025101,-0.026749,-0.993622
3.431699,0.025208,-0.026688,-0.993683
3.431745,0.025284,-0.026611,-0.993790
3.431870,0.025345,-0.026520,-0.993958
3.432259,0.025391,-0.026382,-0.994156
3.432291,0.025406,-0.026215,-0.994324
3.432317,0.025391,-0.026031,-0.994446
3.441733,0.025345,-0.025879,-0.994507
3.442467,0.025314,-0.025787,-0.994507
3.442524,0.025284,-0.025787,-0.994461
3.442561,0.025284,-0.025879,-0.994400
3.442597,0.025284,-0.026047,-0.994370
3.442632,0.025269,-0.026260,-0.994370
3.442658,0.025223,-0.026505,-0.994415
3.442683,0.025116,-0.026749,-0.994476
3.451703,0.024979,-0.026962,-0.994568
3.451855,0.024796,-0.027130,-0.994644
3.451894,0.024597,-0.027283,-0.994720
3.451937,0.024399,-0.027405,-0.994781
3.451971,0.024200,-0.027527,-0.994797
3.452006,0.024017,-0.027634,-0.994781
3.452033,0.023880,-0.027725,-0.994751
3.452067,0.023819,-0.027802,-0.994690
3.461665,0.023804,-0.027817,-0.994629
3.461964,0.023849,-0.027771,-0.994553
3.462001,0.023941,-0.027649,-0.994507
3.462028,0.024078,-0.027466,-0.994476
3.462054,0.024261,-0.027237,-0.994492
3.462077,0.024460,-0.026993,-0.994537
3.462212,0.024658,-0.026779,-0.994583
3.462243,0.024857,-0.026611,-0.994629
3.471728,0.024994,-0.026520,-0.994659
3.471857,0.025070,-0.026459,-0.994659
3.471896,0.025055,-0.026459,-0.994629
3.471939,0.025009,-0.026459,-0.994583
3.471967,0.024902,-0.026459,-0.994492
3.472002,0.024796,-0.026443,-0.994385
3.472044,0.024673,-0.026428,-0.994263
3.472076,0.024582,-0.026413,-0.994141
3.482467,0.024506,-0.026398,-0.994049
3.482620,0.024445,-0.026382,-0.993973
3.482659,0.024399,-0.026367,-0.993927
3.482695,0.024353,-0.026367,-0.993912
3.482730,0.024277,-0.026352,-0.993942
3.482763,0.024185,-0.026352,-0.993988
3.482790,0.024109,-0.026321,-0.994049
3.482825,0.024078,-0.026245,-0.994171
3.494434,0.024109,-0.026138,-0.994339
3.494798,0.024200,-0.026016,-0.994553
3.494836,0.024368,-0.025894,-0.994766
3.494869,0.024582,-0.025803,-0.994965
3.494898,0.024796,-0.025757,-0.995132
3.494926,0.024963,-0.025772,-0.995239
3.494953,0.025040,-0.025848,-0.995316
3.494980,0.025055,-0.025986,-0.995346
3.501725,0.025009,-0.026123,-0.995316
3.501841,0.024948,-0.026245,-0.995255
3.501871,0.024902,-0.026321,-0.995178
3.501900,0.024872,-0.026367,-0.995102
3.501927,0.024826,-0.026398,-0.995026
3.501955,0.024780,-0.026413,-0.994980
3.501982,0.024734,-0.026443,-0.994949
3.502008,0.024673,-0.026474,-0.994888
3.511839,0.024612,-0.026520,-0.994781
3.511952,0.024582,-0.026550,-0.994659
3.512012,0.024612,-0.026566,-0.994492
3.512065,0.024673,-0.026581,-0.994324
3.512176,0.024765,-0.026596,-0.994141
3.512236,0.024872,-0.026611,-0.993988
3.512309,0.024963,-0.026611,-0.993851
3.512338,0.025024,-0.026581,-0.993759
3.524847,0.025055,-0.026535,-0.993683
3.524921,0.025055,-0.026474,-0.993591
3.524936,0.025024,-0.026413,-0.993500
3.524948,0.024994,-0.026367,-0.993408
3.524959,0.024948,-0.026306,-0.993332
3.524969,0.024872,-0.026230,-0.993301
3.524979,0.024811,-0.026108,-0.993362
3.524989,0.024719,-0.025986,-0.993515
3.534072,0.024597,-0.025848,-0.993790
3.534205,0.024460,-0.025711,-0.994156
3.534237,0.024307,-0.025635,-0.994568
3.534263,0.024155,-0.025604,-0.994980
3.534711,0.024002,-0.025650,-0.995346
3.534766,0.023880,-0.025742,-0.995636
3.534780,0.023788,-0.025864,-0.995834
3.534792,0.023727,-0.025986,-0.995911
3.542091,0.023697,-0.026138,-0.995895
3.542589,0.023712,-0.026276,-0.995819
3.542995,0.023758,-0.026428,-0.995697
3.543025,0.023804,-0.026596,-0.995560
3.543060,0.023865,-0.026749,-0.995422
3.543094,0.023941,-0.026871,-0.995316
3.543121,0.024048,-0.026978,-0.995255
3.543148,0.024185,-0.027039,-0.995239
3.551912,0.024353,-0.027084,-0.995255
3.552034,0.024567,-0.027130,-0.995316
3.552066,0.024765,-0.027161,-0.995407
3.552212,0.024918,-0.027206,-0.995514
3.552242,0.025009,-0.027252,-0.995590
3.552268,0.025024,-0.027283,-0.995621
3.552294,0.024948,-0.027298,-0.995651
3.552320,0.024811,-0.027328,-0.995651
3.561896,0.024643,-0.027374,-0.995621
3.561996,0.024445,-0.027405,-0.995560
3.562039,0.024277,-0.027435,-0.995483
3.562069,0.024139,-0.027435,-0.995392
3.562095,0.024063,-0.027420,-0.995316
3.562119,0.024033,-0.027405,-0.995239
3.562149,0.024017,-0.027390,-0.995163
3.562176,0.024048,-0.027374,-0.995087
3.572126,0.024094,-0.027359,-0.994965
3.572213,0.024170,-0.027344,-0.994797
3.572250,0.024261,-0.027344,-0.994614
3.572284,0.024399,-0.027328,-0.994431
3.572347,0.024567,-0.027298,-0.994278
3.572377,0.024750,-0.027222,-0.994156
3.572413,0.024963,-0.027100,-0.994095
3.572571,0.025162,-0.026947,-0.994080
3.582080,0.025330,-0.026764,-0.994125
3.582696,0.025421,-0.026550,-0.994202
3.582878,0.025452,-0.026352,-0.994324
3.582910,0.025391,-0.026215,-0.994461
3.583438,0.025269,-0.026123,-0.994614
3.583466,0.025101,-0.026093,-0.994766
3.583669,0.024887,-0.026108,-0.994919
3.583694,0.024658,-0.026138,-0.995087
3.593758,0.024399,-0.026169,-0.995255
3.593894,0.024170,-0.026169,-0.995407
3.593927,0.023987,-0.026138,-0.995544
3.593954,0.023834,-0.026093,-0.995667
3.593982,0.023697,-0.026047,-0.995728
3.594008,0.023560,-0.026016,-0.995743
3.594035,0.023438,-0.026016,-0.995712
3.594064,0.023331,-0.026062,-0.995651
3.602055,0.023239,-0.026154,-0.995621
3.602192,0.023148,-0.026245,-0.995621
3.602234,0.023102,-0.026352,-0.995682
3.602269,0.023117,-0.026443,-0.995789
3.602304,0.023193,-0.026505,-0.995956
3.602331,0.023346,-0.026566,-0.996140
3.602358,0.023560,-0.026627,-0.996323
3.602386,0.023788,-0.026703,-0.996460
3.612193,0.024017,-0.026779,-0.996506
3.612511,0.024261,-0.026886,-0.996460
3.612547,0.024490,-0.026993,-0.996307
3.612573,0.024704,-0.027069,-0.996033
3.612598,0.024872,-0.027084,-0.995697
3.612623,0.024979,-0.027039,-0.995316
3.612647,0.025024,-0.026886,-0.994919
3.612672,0.025009,-0.026657,-0.994583
3.622114,0.024918,-0.026382,-0.994308
3.622235,0.024796,-0.026123,-0.994095
3.622264,0.024643,-0.025909,-0.993988
3.622297,0.024506,-0.025772,-0.993973
3.622323,0.024414,-0.025742,-0.994034
3.622347,0.024384,-0.025803,-0.994186
3.622374,0.024445,-0.025940,-0.994400
3.622398,0.024536,-0.026138,-0.994659
3.632210,0.024673,-0.026413,-0.994965
3.632331,0.024841,-0.026688,-0.995255
3.632362,0.024994,-0.026962,-0.995483
3.632390,0.025131,-0.027237,-0.995636
3.632415,0.025223,-0.027481,-0.995682
3.632440,0.025284,-0.027710,-0.995636
3.632465,0.025253,-0.027924,-0.995499
3.632490,0.025177,-0.028046,-0.995255
3.642263,0.025070,-0.028091,-0.994949
3.642404,0.024918,-0.028015,-0.994659
3.642434,0.024750,-0.027802,-0.994431
3.642462,0.024582,-0.027466,-0.994308
3.642487,0.024445,-0.027008,-0.994293
3.642511,0.024338,-0.026505,-0.994385
3.642542,0.024277,-0.026001,-0.994537
3.642568,0.024246,-0.025558,-0.994736
3.652251,0.024261,-0.025223,-0.994904
3.652385,0.024277,-0.024994,-0.995026
3.652413,0.024307,-0.024872,-0.995087
3.652441,0.024338,-0.024841,-0.995071
3.652465,0.024399,-0.024887,-0.994995
3.652513,0.024490,-0.025009,-0.994934
3.652540,0.024612,-0.025177,-0.994873
3.652565,0.024750,-0.025421,-0.994873
3.662238,0.024872,-0.025742,-0.994919
3.662346,0.024979,-0.026108,-0.995010
3.662376,0.025055,-0.026520,-0.995117
3.662436,0.025116,-0.026932,-0.995239
3.662483,0.025146,-0.027298,-0.995346
3.662511,0.025162,-0.027573,-0.995422
3.662536,0.025177,-0.027756,-0.995438
3.662562,0.025177,-0.027847,-0.995422
3.672303,0.025162,-0.027863,-0.995361
3.672410,0.025162,-0.027817,-0.995239
3.672500,0.025162,-0.027756,-0.995071
3.672529,0.025162,-0.027679,-0.994873
3.672558,0.025192,-0.027573,-0.994659
3.673664,0.025253,-0.027466,-0.994446
3.673703,0.025330,-0.027298,-0.994278
3.673737,0.025406,-0.027069,-0.994141
3.685193,0.025436,-0.026794,-0.994080
3.685335,0.025436,-0.026443,-0.994064
3.685366,0.025406,-0.026077,-0.994095
3.685392,0.025345,-0.025696,-0.994156
3.685417,0.025253,-0.025345,-0.994202
3.688607,0.025162,-0.025040,-0.994217
3.688645,0.025070,-0.024796,-0.994202
3.688671,0.024979,-0.024643,-0.994156
3.692348,0.024872,-0.024567,-0.994095
3.692490,0.024765,-0.024582,-0.994064
3.692522,0.024628,-0.024643,-0.994095
3.692548,0.024475,-0.024734,-0.994156
3.692573,0.024307,-0.024857,-0.994263
3.692597,0.024139,-0.024979,-0.994354
3.692631,0.024002,-0.025131,-0.994446
3.692657,0.023911,-0.025299,-0.994507
3.702428,0.023880,-0.025467,-0.994568
3.702559,0.023911,-0.025650,-0.994583
3.702587,0.023972,-0.025818,-0.994583
3.703923,0.024063,-0.025986,-0.994598
3.703960,0.024155,-0.026138,-0.994659
3.703989,0.024261,-0.026245,-0.994751
3.704013,0.024353,-0.026352,-0.994919
3.704053,0.024399,-0.026474,-0.995148
3.712362,0.024399,-0.026627,-0.995392
3.712490,0.024384,-0.026825,-0.995636
3.712518,0.024338,-0.027054,-0.995834
3.712545,0.024307,-0.027328,-0.995972
3.712572,0.024292,-0.027603,-0.996033
3.712597,0.024323,-0.027847,-0.996063
3.712621,0.024384,-0.028030,-0.996048
3.712647,0.024475,-0.028152,-0.996017
3.722416,0.024567,-0.028168,-0.996002
3.722555,0.024643,-0.028122,-0.996002
3.722586,0.024658,-0.027985,-0.996017
3.722612,0.024628,-0.027817,-0.996033
3.722643,0.024597,-0.027588,-0.996048
3.722670,0.024582,-0.027359,-0.996063
3.722695,0.024582,-0.027115,-0.996063
3.722719,0.024612,-0.026901,-0.996033
3.732459,0.024673,-0.026672,-0.995972
3.732590,0.024765,-0.026443,-0.995865
3.732620,0.024857,-0.026230,-0.995743
3.732646,0.024933,-0.026001,-0.995621
3.732674,0.024979,-0.025787,-0.995529
3.732699,0.024994,-0.025604,-0.995453
3.732723,0.024948,-0.025436,-0.995422
3.732843,0.024841,-0.025314,-0.995438
3.742453,0.024704,-0.025284,-0.995483
3.742652,0.024551,-0.025345,-0.995544
3.742682,0.024429,-0.025482,-0.995590
3.742708,0.024307,-0.025711,-0.995621
3.742733,0.024200,-0.026001,-0.995590
3.742758,0.024109,-0.026321,-0.995529
3.742784,0.024033,-0.026657,-0.995407
3.742809,0.023972,-0.026962,-0.995239
3.752552,0.023941,-0.027206,-0.995056
3.754337,0.023911,-0.027390,-0.994858
3.754375,0.023926,-0.027481,-0.994659
3.754402,0.023972,-0.027512,-0.994492
3.754430,0.024048,-0.027451,-0.994339
3.754454,0.024155,-0.027328,-0.994232
3.754477,0.024277,-0.027130,-0.994125
3.754501,0.024384,-0.026932,-0.994034
3.762540,0.024445,-0.026718,-0.993942
3.762663,0.024445,-0.026535,-0.993851
3.762693,0.024384,-0.026398,-0.993790
3.762719,0.024277,-0.026321,-0.993759
3.762744,0.024139,-0.026321,-0.993774
3.762771,0.024048,-0.026367,-0.993835
3.762833,0.024002,-0.026459,-0.993942
3.762860,0.024017,-0.026581,-0.994080
3.775333,0.024078,-0.026718,-0.994247
3.775469,0.024185,-0.026871,-0.994431
3.775499,0.024323,-0.027054,-0.994598
3.775533,0.024475,-0.027267,-0.994766
3.775561,0.024643,-0.027527,-0.994904
3.775586,0.024796,-0.027832,-0.994995
3.775612,0.024918,-0.028168,-0.995041
3.775636,0.025009,-0.028473,-0.995041
3.782518,0.025055,-0.028717,-0.994980
3.782580,0.025024,-0.028839,-0.994873
3.782594,0.024933,-0.028793,-0.994705
3.782606,0.024796,-0.028580,-0.994476
3.782617,0.024643,-0.028259,-0.994186
3.782627,0.024460,-0.027847,-0.993881
3.782637,0.024292,-0.027420,-0.993576
3.782647,0.024124,-0.027008,-0.993347
3.792570,0.023987,-0.026688,-0.993179
3.792640,0.023849,-0.026443,-0.993073
3.792655,0.023758,-0.026337,-0.993042
3.792666,0.023697,-0.026337,-0.993042
3.792677,0.023666,-0.026428,-0.993103
3.792687,0.023666,-0.026581,-0.993210
3.792697,0.023712,-0.026794,-0.993378
3.792707,0.023788,-0.027039,-0.993591
3.804012,0.023911,-0.027298,-0.993835
3.804155,0.024063,-0.027588,-0.994095
3.804231,0.024261,-0.027878,-0.994339
3.804259,0.024506,-0.028183,-0.994568
3.804315,0.024765,-0.028458,-0.994797
3.804348,0.025024,-0.028687,-0.995026
3.804845,0.025269,-0.028824,-0.995255
3.804940,0.025482,-0.028870,-0.995483
3.812721,0.025650,-0.028809,-0.995712
3.812831,0.025742,-0.028656,-0.995911
3.812859,0.025742,-0.028442,-0.996048
3.812898,0.025681,-0.028214,-0.996124
3.812926,0.025543,-0.027985,-0.996124
3.812950,0.025360,-0.027756,-0.996033
3.812983,0.025146,-0.027557,-0.995850
