t,x,y,z
2.534337,0.027176,-0.025681,-0.994690
2.534361,0.026642,-0.027252,-0.994141
2.534388,0.025986,-0.028687,-0.993637
2.544134,0.025284,-0.029938,-0.993256
2.544348,0.024567,-0.030914,-0.992981
2.544520,0.023911,-0.031570,-0.992859
2.544580,0.023331,-0.031876,-0.992874
2.544634,0.022827,-0.031830,-0.993042
2.544685,0.022415,-0.031494,-0.993332
2.544748,0.022095,-0.030869,-0.993729
2.544801,0.021866,-0.030029,-0.994232
2.554314,0.021713,-0.028992,-0.994766
2.554546,0.021637,-0.027832,-0.995331
2.554581,0.021622,-0.026611,-0.995865
2.554716,0.021667,-0.025391,-0.996338
2.554839,0.021713,-0.024307,-0.996704
2.554872,0.021774,-0.023392,-0.996964
2.554903,0.021790,-0.022751,-0.997101
2.554932,0.021744,-0.022400,-0.997101
2.564218,0.021622,-0.022369,-0.996994
2.564469,0.021454,-0.022614,-0.996796
2.564502,0.021240,-0.023117,-0.996521
2.564530,0.021011,-0.023819,-0.996216
2.564555,0.020813,-0.024628,-0.995895
2.564579,0.020660,-0.025482,-0.995590
2.564603,0.020569,-0.026306,-0.995300
2.564627,0.020523,-0.027084,-0.995026
2.574354,0.020569,-0.027786,-0.994766
2.574467,0.020706,-0.028366,-0.994537
2.574496,0.020966,-0.028824,-0.994370
2.574522,0.021362,-0.029144,-0.994278
2.574547,0.021881,-0.029312,-0.994293
2.574571,0.022522,-0.029343,-0.994400
2.574595,0.023224,-0.029236,-0.994614
2.574619,0.023941,-0.028976,-0.994888
2.584081,0.024628,-0.028595,-0.995193
2.584296,0.025223,-0.028122,-0.995468
2.584333,0.025696,-0.027588,-0.995636
2.584717,0.025986,-0.027039,-0.995697
2.584747,0.026108,-0.026535,-0.995621
2.584772,0.026062,-0.026108,-0.995407
2.584797,0.025833,-0.025772,-0.995071
2.584847,0.025436,-0.025513,-0.994659
2.594049,0.024933,-0.025314,-0.994202
2.594155,0.024323,-0.025192,-0.993744
2.594391,0.023636,-0.025131,-0.993271
2.594627,0.022888,-0.025162,-0.992828
2.594662,0.022125,-0.025284,-0.992401
2.594689,0.021378,-0.025467,-0.992020
2.594715,0.020706,-0.025711,-0.991684
2.594739,0.020126,-0.026031,-0.991409
2.604005,0.019684,-0.026413,-0.991226
2.604121,0.019394,-0.026840,-0.991150
2.604153,0.019257,-0.027283,-0.991165
2.604181,0.019257,-0.027710,-0.991302
2.604206,0.019409,-0.028091,-0.991547
2.604230,0.019684,-0.028397,-0.991852
2.604258,0.020065,-0.028641,-0.992218
2.604289,0.020508,-0.028839,-0.992615
2.614021,0.021027,-0.028961,-0.993027
2.614128,0.021576,-0.029022,-0.993423
2.614159,0.022141,-0.029022,-0.993835
2.614188,0.022675,-0.028931,-0.994217
2.614214,0.023163,-0.028793,-0.994568
2.614241,0.023590,-0.028580,-0.994888
2.614268,0.023941,-0.028320,-0.995148
2.614294,0.024216,-0.028015,-0.995331
2.623992,0.024399,-0.027710,-0.995392
2.624101,0.024490,-0.027405,-0.995331
2.624143,0.024490,-0.027100,-0.995163
2.624177,0.024399,-0.026840,-0.994919
2.624208,0.024200,-0.026627,-0.994583
2.624241,0.023911,-0.026459,-0.994202
2.624270,0.023529,-0.026306,-0.993759
2.624311,0.023117,-0.026169,-0.993286
2.633990,0.022675,-0.026062,-0.992813
2.634136,0.022278,-0.025970,-0.992340
2.634184,0.021927,-0.025925,-0.991959
2.634226,0.021652,-0.025955,-0.991653
2.635270,0.021469,-0.026077,-0.991470
2.635327,0.021362,-0.026306,-0.991379
2.635379,0.021286,-0.026642,-0.991379
2.635421,0.021240,-0.027054,-0.991470
2.645508,0.021210,-0.027527,-0.991638
2.645817,0.021240,-0.028015,-0.991882
2.645857,0.021301,-0.028427,-0.992188
2.645887,0.021423,-0.028778,-0.992523
2.646092,0.021622,-0.029007,-0.992889
2.646141,0.021851,-0.029114,-0.993240
2.646189,0.022110,-0.029099,-0.993576
2.646225,0.022369,-0.029007,-0.993896
2.653973,0.022614,-0.028824,-0.994202
2.654111,0.022812,-0.028580,-0.994476
2.654184,0.022980,-0.028259,-0.994751
2.654239,0.023132,-0.027878,-0.994995
2.654293,0.023239,-0.027451,-0.995255
2.654345,0.023300,-0.027023,-0.995483
2.654398,0.023331,-0.026611,-0.995682
2.654451,0.023315,-0.026230,-0.995819
2.663905,0.023315,-0.025909,-0.995911
2.664006,0.023315,-0.025665,-0.995941
2.664043,0.023331,-0.025482,-0.995926
2.664074,0.023346,-0.025375,-0.995880
2.664101,0.023331,-0.025299,-0.995819
2.664126,0.023270,-0.025253,-0.995758
2.664152,0.023178,-0.025208,-0.995712
2.664178,0.023071,-0.025177,-0.995697
2.673935,0.022964,-0.025146,-0.995728
2.674024,0.022873,-0.025146,-0.995804
2.674053,0.022797,-0.025177,-0.995895
2.674080,0.022736,-0.025269,-0.996048
2.674106,0.022705,-0.025436,-0.996201
2.674131,0.022675,-0.025696,-0.996384
2.674156,0.022675,-0.026001,-0.996521
2.674186,0.022675,-0.026337,-0.996643
2.683958,0.022659,-0.026672,-0.996704
2.684059,0.022644,-0.026932,-0.996689
2.684095,0.022598,-0.027084,-0.996628
2.684127,0.022537,-0.027100,-0.996506
2.684223,0.022461,-0.026993,-0.996338
2.684269,0.022354,-0.026794,-0.996109
2.686237,0.022217,-0.026520,-0.995834
2.686288,0.022049,-0.026184,-0.995560
2.694555,0.021896,-0.025833,-0.995300
2.694904,0.021759,-0.025482,-0.995071
2.694943,0.021683,-0.025146,-0.994919
2.694971,0.021667,-0.024887,-0.994827
2.694996,0.021729,-0.024704,-0.994797
2.695029,0.021851,-0.024628,-0.994812
2.695055,0.022018,-0.024673,-0.994873
2.695187,0.022232,-0.024841,-0.994919
2.703903,0.022446,-0.025085,-0.994949
2.704019,0.022675,-0.025406,-0.994949
2.704051,0.022888,-0.025772,-0.994949
2.704079,0.023087,-0.026123,-0.994934
2.704106,0.023254,-0.026413,-0.994919
2.704133,0.023407,-0.026627,-0.994904
2.704158,0.023529,-0.026749,-0.994888
2.704183,0.023605,-0.026764,-0.994873
2.713906,0.023636,-0.026703,-0.994873
2.714017,0.023590,-0.026566,-0.994873
2.714050,0.023483,-0.026382,-0.994858
2.714088,0.023300,-0.026184,-0.994858
2.714124,0.023041,-0.025970,-0.994858
2.714155,0.022720,-0.025787,-0.994858
2.714185,0.022369,-0.025635,-0.994858
2.714211,0.022003,-0.025513,-0.994827
2.723956,0.021637,-0.025436,-0.994781
2.724085,0.021271,-0.025406,-0.994705
2.724146,0.020950,-0.025421,-0.994568
2.724201,0.020676,-0.025482,-0.994370
2.724270,0.020477,-0.025620,-0.994156
2.724324,0.020370,-0.025833,-0.993912
2.724402,0.020370,-0.026123,-0.993713
2.724544,0.020477,-0.026474,-0.993561
2.733988,0.020660,-0.026855,-0.993500
2.734653,0.020905,-0.027252,-0.993530
2.734720,0.021179,-0.027603,-0.993652
2.734777,0.021469,-0.027878,-0.993835
2.734896,0.021759,-0.028107,-0.994049
2.734955,0.022018,-0.028244,-0.994278
2.735008,0.022278,-0.028351,-0.994476
2.735059,0.022522,-0.028397,-0.994598
2.743928,0.022781,-0.028412,-0.994644
2.744041,0.023056,-0.028442,-0.994598
2.744098,0.023376,-0.028473,-0.994476
2.744139,0.023712,-0.028519,-0.994263
2.744189,0.024017,-0.028564,-0.994019
2.744228,0.024277,-0.028580,-0.993744
2.744267,0.024490,-0.028549,-0.993454
2.744305,0.024612,-0.028442,-0.993164
2.753956,0.024673,-0.028275,-0.992844
2.754174,0.024673,-0.028046,-0.992538
2.754206,0.024597,-0.027725,-0.992233
2.754234,0.024475,-0.027313,-0.991959
2.754259,0.024261,-0.026810,-0.991699
2.754285,0.023880,-0.026230,-0.991745
2.754318,0.023193,-0.025620,-0.994019
2.754345,0.022247,-0.024628,-1.003357
2.765293,0.021652,-0.022415,-1.024673
2.765412,0.022339,-0.017990,-1.057373
2.765454,0.025085,-0.011124,-1.095062
2.765480,0.029968,-0.002945,-1.129730
2.765509,0.036484,0.004333,-1.152756
2.765636,0.043365,0.008011,-1.154251
2.765689,0.048523,0.004990,-1.126434
2.765704,0.049332,-0.007355,-1.068146
2.773837,0.043640,-0.030228,-0.984985
2.773881,0.030579,-0.062515,-0.886993
2.773894,0.010727,-0.100739,-0.786957
2.773904,-0.013794,-0.139420,-0.699097
2.773914,-0.039322,-0.171585,-0.636688
2.773924,-0.061111,-0.190094,-0.609344
2.773933,-0.074448,-0.189316,-0.621277
2.773942,-0.075821,-0.166733,-0.670853
2.783873,-0.063675,-0.123810,-0.751160
2.784022,-0.038773,-0.065903,-0.851593
2.784054,-0.004089,-0.001266,-0.960007
2.784083,0.035950,0.060669,-1.064529
2.784113,0.076569,0.111389,-1.155029
2.784139,0.113266,0.144760,-1.224380
2.784167,0.142578,0.157913,-1.269257
2.784196,0.162292,0.151459,-1.289856
2.793911,0.171494,0.129044,-1.289383
2.794027,0.170425,0.096329,-1.273087
2.794066,0.160080,0.059570,-1.247009
2.794111,0.141983,0.024368,-1.216415
2.794143,0.117828,-0.005386,-1.185059
2.794177,0.089249,-0.027939,-1.154892
2.794217,0.057770,-0.043594,-1.126053
2.794251,0.024750,-0.054153,-1.097214
2.803815,-0.008469,-0.062180,-1.066360
2.803918,-0.040527,-0.070084,-1.031830
2.803949,-0.069916,-0.079437,-0.992920
2.804019,-0.095016,-0.090500,-0.950027
2.804051,-0.114212,-0.102386,-0.904816
2.804077,-0.126144,-0.113190,-0.860245
2.804103,-0.129822,-0.120667,-0.820145
2.804129,-0.124878,-0.122620,-0.788422
2.814005,-0.111542,-0.117554,-0.768341
2.814274,-0.090698,-0.104919,-0.762085
2.814316,-0.063751,-0.085358,-0.770599
2.814353,-0.032532,-0.060577,-0.793274
2.814384,0.000854,-0.033188,-0.827942
2.814562,0.034241,-0.006226,-0.871201
2.814618,0.065567,0.017288,-0.918976
2.814657,0.093033,0.034897,-0.967178
2.823786,0.115250,0.044968,-1.012085
2.823913,0.131287,0.046967,-1.050552
2.823960,0.140762,0.041443,-1.080444
2.823993,0.143723,0.029846,-1.100693
2.824045,0.140549,0.014221,-1.111313
2.824081,0.131927,-0.003067,-1.112991
2.824111,0.118683,-0.019791,-1.106949
2.824142,0.101746,-0.034088,-1.094727
2.833901,0.082047,-0.044724,-1.078064
2.834002,0.060577,-0.051147,-1.058594
2.834039,0.038300,-0.053467,-1.037659
2.834066,0.016190,-0.052246,-1.016373
2.834164,-0.004791,-0.048370,-0.995712
2.834257,-0.023712,-0.042770,-0.976578
2.834699,-0.039688,-0.036316,-0.959747
2.834729,-0.051926,-0.029678,-0.945847
2.843896,-0.059814,-0.023285,-0.935440
2.844346,-0.063019,-0.017426,-0.928955
2.844475,-0.061447,-0.012314,-0.926666
2.844504,-0.055405,-0.008072,-0.928589
2.844533,-0.045502,-0.004898,-0.934509
2.844559,-0.032547,-0.002945,-0.943985
2.844583,-0.017563,-0.002487,-0.956329
2.844607,-0.001663,-0.003738,-0.970688
2.853839,0.014099,-0.006821,-0.986069
2.853929,0.028809,-0.011749,-1.001450
2.853957,0.041702,-0.018341,-1.015854
2.853983,0.052261,-0.026184,-1.028519
2.854008,0.060150,-0.034729,-1.038834
2.854034,0.065247,-0.043243,-1.046356
2.854058,0.067566,-0.050964,-1.050842
2.854136,0.067245,-0.057190,-1.052246
2.863783,0.064499,-0.061401,-1.050690
2.863897,0.059631,-0.063248,-1.046417
2.863928,0.052994,-0.062637,-1.039749
2.863953,0.045013,-0.059677,-1.031128
2.863987,0.036194,-0.054672,-1.021118
2.864014,0.027039,-0.048035,-1.010345
2.864040,0.018127,-0.040237,-0.999466
2.864069,0.010010,-0.031784,-0.989105
2.873745,0.003189,-0.023132,-0.979874
2.873855,-0.001877,-0.014694,-0.972260
2.873907,-0.004913,-0.006866,-0.966629
2.873938,-0.005768,0.000000,-0.963150
2.874006,-0.004425,0.005554,-0.961792
2.874045,-0.001114,0.009506,-0.962357
2.874076,0.003845,0.011551,-0.964554
2.874106,0.010010,0.011490,-0.967987
2.883771,0.016846,0.009216,-0.972260
2.883878,0.023788,0.004822,-0.976944
2.883914,0.030334,-0.001450,-0.981705
2.883945,0.036026,-0.009216,-0.986298
2.883973,0.040497,-0.017883,-0.990555
2.884081,0.043488,-0.026825,-0.994308
2.884486,0.044907,-0.035339,-0.997498
2.884532,0.044739,-0.042831,-1.000061
2.893730,0.043106,-0.048843,-1.002014
2.893867,0.040207,-0.053040,-1.003311
2.893913,0.036316,-0.055313,-1.003952
2.893953,0.031708,-0.055695,-1.003983
2.893992,0.026672,-0.054382,-1.003433
2.894030,0.021515,-0.051697,-1.002441
2.894070,0.016510,-0.047974,-1.001099
2.894107,0.011917,-0.043610,-0.999588
2.903698,0.007950,-0.038925,-0.998077
2.903859,0.004822,-0.034180,-0.996750
2.903897,0.002686,-0.029572,-0.995758
2.903938,0.001663,-0.025223,-0.995178
2.903981,0.001816,-0.021255,-0.995087
2.904060,0.003128,-0.017685,-0.995544
2.904090,0.005569,-0.014603,-0.996506
2.904128,0.008987,-0.012039,-0.997910
2.913705,0.013199,-0.010056,-0.999573
2.913840,0.017929,-0.008728,-1.001343
2.913871,0.022888,-0.008133,-1.002991
2.913895,0.027740,-0.008316,-1.004364
2.913919,0.032211,-0.009354,-1.005325
2.913952,0.036026,-0.011200,-1.005783
2.913977,0.039001,-0.013779,-1.005692
2.914001,0.041000,-0.016968,-1.005081
2.923700,0.041992,-0.020569,-1.003998
2.923846,0.041946,-0.024338,-1.002533
2.923904,0.040924,-0.028030,-1.000793
2.923971,0.039047,-0.031418,-0.998840
2.924030,0.036453,-0.034332,-0.996765
2.924095,0.033295,-0.036636,-0.994629
2.924147,0.029724,-0.038284,-0.992477
2.924199,0.025925,-0.039307,-0.990356
2.933703,0.022095,-0.039734,-0.988342
2.933801,0.018417,-0.039658,-0.986481
2.933831,0.015045,-0.039154,-0.984833
2.933857,0.012146,-0.038284,-0.983414
2.933881,0.009811,-0.037125,-0.982300
2.933915,0.008133,-0.035706,-0.981506
2.933940,0.007156,-0.034073,-0.981079
2.933964,0.006912,-0.032227,-0.981049
2.944615,0.007401,-0.030212,-0.981400
2.946127,0.008575,-0.028061,-0.982147
2.946192,0.010376,-0.025894,-0.983276
2.946230,0.012665,-0.023773,-0.984726
2.946389,0.015350,-0.021835,-0.986420
2.946429,0.018265,-0.020157,-0.988281
2.946472,0.021240,-0.018845,-0.990173
2.946524,0.024170,-0.017960,-0.992020
2.953670,0.026871,-0.017548,-0.993713
2.953782,0.029221,-0.017624,-0.995148
2.953814,0.031128,-0.018158,-0.996292
2.953844,0.032547,-0.019104,-0.997086
2.953870,0.033417,-0.020401,-0.997543
2.953908,0.033722,-0.022003,-0.997681
2.953936,0.033493,-0.023834,-0.997543
2.953964,0.032730,-0.025818,-0.997162
2.963679,0.031525,-0.027863,-0.996582
2.963789,0.029953,-0.029861,-0.995834
2.963824,0.028107,-0.031754,-0.994934
2.963867,0.026108,-0.033447,-0.993927
2.963899,0.024063,-0.034866,-0.992889
2.963936,0.022064,-0.035980,-0.991882
2.963970,0.020218,-0.036728,-0.990997
2.964005,0.018616,-0.037109,-0.990311
2.973656,0.017319,-0.037109,-0.989838
2.973741,0.016373,-0.036728,-0.989655
2.973769,0.015778,-0.035995,-0.989731
2.973807,0.015503,-0.034927,-0.990036
2.973834,0.015549,-0.033554,-0.990555
2.973892,0.015839,-0.031891,-0.991226
2.973932,0.016357,-0.029999,-0.991989
2.973961,0.017044,-0.027954,-0.992783
2.983653,0.017838,-0.025833,-0.993546
2.983752,0.018723,-0.023773,-0.994186
2.983792,0.019623,-0.021881,-0.994705
2.983824,0.020523,-0.020279,-0.995071
2.983858,0.021362,-0.019028,-0.995331
2.983891,0.022125,-0.018204,-0.995468
2.983924,0.022781,-0.017822,-0.995529
2.983958,0.023315,-0.017868,-0.995529
2.993649,0.023727,-0.018326,-0.995468
2.993767,0.024002,-0.019150,-0.995361
2.993805,0.024200,-0.020294,-0.995239
2.993836,0.024323,-0.021698,-0.995148
2.993870,0.024414,-0.023285,-0.995071
2.993902,0.024460,-0.024963,-0.995087
2.993935,0.024506,-0.026611,-0.995163
2.993969,0.024567,-0.028122,-0.995331
3.003571,0.024612,-0.029404,-0.995575
3.003726,0.024643,-0.030350,-0.995865
3.003758,0.024643,-0.030914,-0.996201
3.003786,0.024582,-0.031052,-0.996552
3.003814,0.024460,-0.030807,-0.996933
3.003839,0.024261,-0.030228,-0.997314
3.003863,0.023987,-0.029373,-0.997711
3.003891,0.023651,-0.028320,-0.998077
3.013690,0.023224,-0.027161,-0.998413
3.013888,0.022751,-0.025970,-0.998657
3.013927,0.022232,-0.024841,-0.998779
3.013957,0.021698,-0.023834,-0.998749
3.013984,0.021194,-0.022995,-0.998566
3.014013,0.020706,-0.022369,-0.998215
3.014039,0.020248,-0.021973,-0.997742
3.014069,0.019852,-0.021805,-0.997147
3.023593,0.019501,-0.021881,-0.996475
3.023716,0.019211,-0.022171,-0.995758
3.023749,0.018997,-0.022629,-0.995041
3.023785,0.018890,-0.023209,-0.994370
3.023814,0.018906,-0.023865,-0.993790
3.023843,0.019058,-0.024536,-0.993332
3.023869,0.019348,-0.025162,-0.992981
3.023897,0.019760,-0.025696,-0.992783
3.033585,0.020294,-0.026108,-0.992722
3.033672,0.020874,-0.026398,-0.992798
3.033711,0.021500,-0.026550,-0.992981
3.033749,0.022110,-0.026611,-0.993271
3.033784,0.022675,-0.026566,-0.993622
3.033812,0.023178,-0.026474,-0.994034
3.033840,0.023636,-0.026337,-0.994476
3.033867,0.024063,-0.026215,-0.994934
3.043604,0.024414,-0.026108,-0.995346
3.043764,0.024704,-0.026047,-0.995697
3.043827,0.024887,-0.026077,-0.995972
3.043895,0.024963,-0.026199,-0.996140
3.043953,0.024902,-0.026398,-0.996170
3.044118,0.024719,-0.026642,-0.996094
3.044176,0.024414,-0.026932,-0.995941
3.044232,0.023987,-0.027222,-0.995697
3.053532,0.023514,-0.027496,-0.995422
3.053627,0.023026,-0.027710,-0.995102
3.053668,0.022537,-0.027863,-0.994751
3.053705,0.022064,-0.027924,-0.994370
3.053739,0.021637,-0.027924,-0.993988
3.053779,0.021271,-0.027863,-0.993576
3.053849,0.020966,-0.027725,-0.993179
3.053884,0.020721,-0.027588,-0.992767
3.063724,0.020569,-0.027435,-0.992386
3.063826,0.020508,-0.027313,-0.992050
3.063860,0.020523,-0.027222,-0.991791
3.063888,0.020630,-0.027176,-0.991608
3.063921,0.020828,-0.027176,-0.991516
3.063949,0.021133,-0.027222,-0.991501
3.063974,0.021515,-0.027328,-0.991562
3.064003,0.021957,-0.027466,-0.991653
3.077985,0.022430,-0.027649,-0.991730
3.078112,0.022858,-0.027832,-0.991745
3.078229,0.023224,-0.027985,-0.991669
3.078260,0.023499,-0.028122,-0.991531
3.078289,0.023666,-0.028229,-0.991333
3.078315,0.023743,-0.028290,-0.991119
3.078351,0.023712,-0.028336,-0.990952
3.078547,0.023605,-0.028351,-0.990845
3.083523,0.023422,-0.028320,-0.990845
3.085953,0.023193,-0.028259,-0.990906
3.086149,0.022903,-0.028168,-0.991028
3.086188,0.022614,-0.028076,-0.991165
3.086218,0.022354,-0.027985,-0.991287
3.086259,0.022186,-0.027893,-0.991348
3.086288,0.022110,-0.027786,-0.991364
3.086320,0.022141,-0.027695,-0.991364
3.093632,0.022247,-0.027573,-0.991364
3.093771,0.022415,-0.027466,-0.991379
3.093821,0.022598,-0.027328,-0.991440
3.093864,0.022781,-0.027191,-0.991516
3.093906,0.022934,-0.027069,-0.991608
3.093948,0.023010,-0.026978,-0.991699
3.094000,0.023026,-0.026917,-0.991791
3.094040,0.022964,-0.026901,-0.991852
3.103680,0.022827,-0.026947,-0.991943
3.103809,0.022659,-0.027054,-0.992035
3.103843,0.022491,-0.027222,-0.992172
3.103873,0.022354,-0.027466,-0.992355
3.103898,0.022293,-0.027725,-0.992569
3.103926,0.022278,-0.028015,-0.992828
3.103960,0.022308,-0.028320,-0.993134
3.103989,0.022400,-0.028610,-0.993500
3.113516,0.022537,-0.028885,-0.993912
3.113633,0.022675,-0.029083,-0.994400
3.113682,0.022812,-0.029190,-0.994934
3.113718,0.022949,-0.029175,-0.995483
3.113750,0.023041,-0.029022,-0.996017
3.113783,0.023117,-0.028732,-0.996506
3.113824,0.023178,-0.028275,-0.996933
3.113857,0.023193,-0.027679,-0.997284
3.123543,0.023178,-0.026978,-0.997543
3.123654,0.023163,-0.026245,-0.997681
3.123691,0.023132,-0.025558,-0.997696
3.123728,0.023102,-0.024963,-0.997589
3.123761,0.023056,-0.024536,-0.997391
3.123795,0.022995,-0.024277,-0.997116
3.123826,0.022919,-0.024200,-0.996811
3.123876,0.022827,-0.024261,-0.996521
3.133507,0.022720,-0.024429,-0.996246
3.133617,0.022629,-0.024673,-0.996002
3.134016,0.022537,-0.024918,-0.995819
3.134074,0.022430,-0.025162,-0.995697
3.134109,0.022369,-0.025375,-0.995605
3.134136,0.022324,-0.025543,-0.995544
3.134165,0.022324,-0.025665,-0.995499
3.134196,0.022354,-0.025711,-0.995453
3.143476,0.022430,-0.025696,-0.995407
3.143598,0.022491,-0.025604,-0.995346
3.143637,0.022568,-0.025421,-0.995285
3.143674,0.022644,-0.025177,-0.995239
3.143708,0.022720,-0.024857,-0.995224
3.143740,0.022797,-0.024506,-0.995224
3.143773,0.022842,-0.024185,-0.995239
3.143808,0.022858,-0.023956,-0.995224
3.153559,0.022827,-0.023834,-0.995178
3.153718,0.022766,-0.023865,-0.995087
3.153758,0.022720,-0.024048,-0.994934
3.153793,0.022690,-0.024338,-0.994720
3.153827,0.022705,-0.024689,-0.994461
3.153857,0.022736,-0.025070,-0.994141
3.153898,0.022781,-0.025421,-0.993820
3.153931,0.022827,-0.025696,-0.993530
3.163425,0.022873,-0.025909,-0.993286
3.163544,0.022934,-0.026047,-0.993103
3.163573,0.022980,-0.026138,-0.992981
3.163604,0.023026,-0.026184,-0.992920
3.163630,0.023026,-0.026169,-0.992935
3.163656,0.023026,-0.026093,-0.992981
3.163682,0.023010,-0.025986,-0.993103
3.163705,0.022995,-0.025833,-0.993256
3.173432,0.022980,-0.025696,-0.993423
3.173540,0.022934,-0.025589,-0.993591
3.173578,0.022842,-0.025543,-0.993774
3.173613,0.022720,-0.025543,-0.993927
3.173646,0.022568,-0.025620,-0.994080
3.173679,0.022400,-0.025772,-0.994202
3.173709,0.022232,-0.025986,-0.994293
3.173742,0.022064,-0.026215,-0.994354
3.183430,0.021912,-0.026413,-0.994385
3.183554,0.021759,-0.026581,-0.994370
3.183600,0.021652,-0.026718,-0.994308
3.183630,0.021561,-0.026810,-0.994186
3.183660,0.021500,-0.026901,-0.994034
3.183703,0.021469,-0.027008,-0.993866
3.183736,0.021439,-0.027130,-0.993683
3.183773,0.021439,-0.027252,-0.993484
3.193442,0.021469,-0.027390,-0.993317
3.193574,0.021561,-0.027527,-0.993164
3.193620,0.021667,-0.027618,-0.993057
3.193663,0.021805,-0.027695,-0.992996
3.193705,0.021957,-0.027710,-0.992981
3.193746,0.022141,-0.027710,-0.992981
3.193787,0.022293,-0.027695,-0.992996
3.193827,0.022430,-0.027664,-0.992966
3.203432,0.022522,-0.027618,-0.992935
3.203542,0.022568,-0.027557,-0.992874
3.203571,0.022614,-0.027496,-0.992798
3.203611,0.022644,-0.027435,-0.992706
3.203638,0.022675,-0.027390,-0.992615
3.203665,0.022720,-0.027359,-0.992538
3.203694,0.022766,-0.027344,-0.992477
3.203718,0.022827,-0.027374,-0.992401
3.213380,0.022888,-0.027435,-0.992310
3.213491,0.022964,-0.027542,-0.992172
3.213527,0.023026,-0.027710,-0.992020
3.213554,0.023056,-0.027893,-0.991837
3.213578,0.023071,-0.028122,-0.991653
3.213602,0.023056,-0.028351,-0.991531
3.213627,0.023071,-0.028595,-0.991455
3.213651,0.023087,-0.028854,-0.991440
3.223390,0.023117,-0.029114,-0.991486
3.223467,0.023163,-0.029373,-0.991592
3.223495,0.023224,-0.029617,-0.991760
3.223520,0.023270,-0.029846,-0.991928
3.223544,0.023300,-0.030045,-0.992081
3.223568,0.023300,-0.030182,-0.992249
3.223591,0.023285,-0.030228,-0.992432
3.223614,0.023270,-0.030182,-0.992615
3.233386,0.023285,-0.029999,-0.992813
3.233494,0.023300,-0.029709,-0.993027
3.233528,0.023285,-0.029327,-0.993225
3.233559,0.023239,-0.028885,-0.993408
3.233592,0.023163,-0.028458,-0.993576
3.233699,0.023056,-0.028046,-0.993683
3.234082,0.022919,-0.027664,-0.993744
3.234132,0.022797,-0.027313,-0.993790
3.243558,0.022720,-0.026962,-0.993866
3.243975,0.022690,-0.026566,-0.993973
3.244016,0.022736,-0.026108,-0.994141
3.244159,0.022812,-0.025543,-0.994354
3.244194,0.022888,-0.024887,-0.994583
3.244221,0.022934,-0.024139,-0.994843
3.244246,0.022903,-0.023331,-0.995102
3.244285,0.022736,-0.022537,-0.995300
3.253544,0.022430,-0.021820,-0.995422
3.253706,0.021973,-0.021240,-0.995468
3.253899,0.021454,-0.020935,-0.996017
3.253933,0.021042,-0.021088,-0.998917
3.253965,0.021240,-0.021637,-1.006851
3.253997,0.022934,-0.022186,-1.021652
3.254027,0.027054,-0.022278,-1.043350
3.254056,0.034210,-0.021637,-1.069016
3.263632,0.044403,-0.020432,-1.092468
3.263719,0.056473,-0.019806,-1.105408
3.263740,0.067978,-0.022003,-1.098984
3.263751,0.075638,-0.029968,-1.066864
3.263761,0.076187,-0.046249,-1.008759
3.263771,0.067322,-0.071655,-0.930511
3.263781,0.048523,-0.104614,-0.842392
3.263790,0.021378,-0.141159,-0.757263
3.273498,-0.010468,-0.175400,-0.688599
3.273602,-0.041855,-0.200439,-0.647995
3.273630,-0.067139,-0.209747,-0.642365
3.273656,-0.081451,-0.198547,-0.673172
3.273680,-0.081848,-0.165222,-0.737015
3.273703,-0.067963,-0.112106,-0.826538
3.273726,-0.041901,-0.045273,-0.931183
3.273750,-0.007629,0.026581,-1.038727
3.283406,0.030014,0.093933,-1.137497
3.283526,0.066254,0.148315,-1.218307
3.283571,0.097168,0.183945,-1.275589
3.283612,0.120087,0.198471,-1.307770
3.283649,0.133713,0.193024,-1.316879
3.283696,0.137985,0.171509,-1.307449
3.283734,0.133804,0.139511,-1.285065
3.283779,0.122604,0.103012,-1.255310
3.293346,0.106018,0.067261,-1.222992
3.293453,0.085541,0.035843,-1.191345
3.293490,0.062439,0.010391,-1.161697
3.293567,0.037613,-0.009460,-1.133453
3.293592,0.011795,-0.025620,-1.104752
3.293623,-0.014297,-0.040573,-1.073242
3.293659,-0.039886,-0.056488,-1.036957
3.293686,-0.063858,-0.074509,-0.995163
3.303310,-0.084839,-0.094360,-0.948746
3.303691,-0.101288,-0.114487,-0.900085
3.303745,-0.111801,-0.132477,-0.852646
3.303778,-0.115265,-0.145645,-0.810379
3.303809,-0.111084,-0.151611,-0.777100
3.303838,-0.099274,-0.148804,-0.756134
3.303867,-0.080490,-0.136795,-0.749771
3.303906,-0.055954,-0.116440,-0.758789
3.313503,-0.027313,-0.089767,-0.782227
3.313621,0.003510,-0.059692,-0.817551
3.313651,0.034561,-0.029510,-0.861176
3.313679,0.063980,-0.002411,-0.908936
3.313703,0.090103,0.019043,-0.956650
3.313729,0.111664,0.033188,-1.000565
3.313752,0.127731,0.039383,-1.037735
3.313777,0.137878,0.037979,-1.066223
3.323325,0.142075,0.030228,-1.085129
3.323377,0.140594,0.017960,-1.094528
3.323390,0.134033,0.003387,-1.095276
3.323401,0.123093,-0.011353,-1.088882
3.323412,0.108551,-0.024490,-1.077057
3.323422,0.091248,-0.034821,-1.061539
3.323431,0.071976,-0.041840,-1.043823
3.323440,0.051575,-0.045654,-1.025162
